store_id,category_name,store_cat_avg_qty
ST-31,Subscription Service,98.8936170212766
ST-31,Tablet,145.87234042553192
ST-31,Wearable,127.55319148936171
ST-32,Accessories,195.80851063829786
ST-32,Audio,170.17021276595744
ST-32,Desktop,136.85106382978722
ST-32,Laptop,149.4255319148936
ST-32,Smart Speaker,28.680851063829788
ST-32,Smartphone,182.40425531914894
ST-32,Streaming Device,41.1063829787234
ST-32,Subscription Service,105.19148936170212
ST-32,Tablet,147.10638297872342
ST-32,Wearable,125.68085106382979
ST-33,Accessories,201.72340425531914
ST-33,Audio,160.51063829787233
ST-33,Desktop,151.82978723404256
ST-33,Laptop,143.9787234042553
ST-33,Smart Speaker,30.58695652173913
ST-33,Smartphone,182.5744680851064
ST-33,Streaming Device,40.8936170212766
ST-33,Subscription Service,96.29787234042553
ST-33,Tablet,150.89361702127658
ST-33,Wearable,131.5744680851064
ST-34,Accessories,212.27659574468086
ST-34,Audio,168.74468085106383
ST-34,Desktop,149.04255319148936
ST-34,Laptop,139.93617021276594
ST-34,Smart Speaker,29.617021276595743
ST-34,Smartphone,190.38297872340425
ST-34,Streaming Device,46.82608695652174
ST-34,Subscription Service,98.44680851063829
ST-34,Tablet,153.9787234042553
ST-34,Wearable,129.2127659574468
ST-35,Accessories,197.40425531914894
ST-35,Audio,155.68085106382978
ST-35,Desktop,140.25531914893617
ST-35,Laptop,151.7659574468085
ST-35,Smart Speaker,30.80851063829787
ST-35,Smartphone,186.82978723404256
ST-35,Streaming Device,46.630434782608695
ST-35,Subscription Service,98.93617021276596
ST-35,Tablet,144.70212765957447
ST-35,Wearable,128.70212765957447
ST-36,Accessories,205.61702127659575
ST-36,Audio,167.4255319148936
ST-36,Desktop,142.63829787234042
ST-36,Laptop,147.53191489361703
ST-36,Smart Speaker,32.08510638297872
ST-36,Smartphone,181.2127659574468
ST-36,Streaming Device,46.170212765957444
ST-36,Subscription Service,101.82978723404256
ST-36,Tablet,142.48936170212767
ST-36,Wearable,132.3404255319149
ST-37,Accessories,206.2340425531915
ST-37,Audio,161.14893617021278
ST-37,Desktop,142.14893617021278
ST-37,Laptop,143.14893617021278
ST-37,Smart Speaker,26.04255319148936
ST-37,Smartphone,187.74468085106383
ST-37,Streaming Device,44.57446808510638
ST-37,Subscription Service,104.0
ST-37,Tablet,146.80851063829786
ST-37,Wearable,135.17021276595744
ST-38,Accessories,201.85106382978722
ST-38,Audio,161.93617021276594
ST-38,Desktop,142.93617021276594
ST-38,Laptop,141.17021276595744
ST-38,Smart Speaker,31.04255319148936
ST-38,Smartphone,189.46808510638297
ST-38,Streaming Device,44.630434782608695
ST-38,Subscription Service,98.97872340425532
ST-38,Tablet,144.17021276595744
ST-38,Wearable,127.23404255319149
ST-39,Accessories,201.51063829787233
ST-39,Audio,167.4255319148936
ST-39,Desktop,155.87234042553192
ST-39,Laptop,142.06382978723406
ST-39,Smart Speaker,28.804347826086957
ST-39,Smartphone,189.2127659574468
ST-39,Streaming Device,42.340425531914896
ST-39,Subscription Service,102.95744680851064
ST-39,Tablet,152.29787234042553
ST-39,Wearable,128.9787234042553
ST-4,Accessories,204.72340425531914
ST-4,Audio,159.08510638297872
ST-4,Desktop,150.72340425531914
ST-4,Laptop,146.61702127659575
ST-4,Smart Speaker,30.0
ST-4,Smartphone,189.08510638297872
ST-4,Streaming Device,44.765957446808514
ST-4,Subscription Service,98.97872340425532
ST-4,Tablet,142.31914893617022
ST-4,Wearable,131.38297872340425
ST-40,Accessories,196.7659574468085
ST-40,Audio,150.91489361702128
ST-40,Desktop,142.61702127659575
ST-40,Laptop,141.5744680851064
ST-40,Smart Speaker,30.319148936170212
ST-40,Smartphone,195.59574468085106
ST-40,Streaming Device,43.42553191489362
ST-40,Subscription Service,98.74468085106383
ST-40,Tablet,141.06382978723406
ST-40,Wearable,128.3404255319149
ST-41,Accessories,192.68085106382978
ST-41,Audio,166.14893617021278
ST-41,Desktop,144.2127659574468
ST-41,Laptop,149.91489361702128
ST-41,Smart Speaker,30.04255319148936
ST-41,Smartphone,187.51063829787233
ST-41,Streaming Device,46.06382978723404
ST-41,Subscription Service,98.2127659574468
ST-41,Tablet,137.46808510638297
ST-41,Wearable,127.68085106382979
ST-42,Accessories,198.51063829787233
ST-42,Audio,160.4468085106383
ST-42,Desktop,140.0212765957447
ST-42,Laptop,145.87234042553192
ST-42,Smart Speaker,28.804347826086957
ST-42,Smartphone,192.4468085106383
ST-42,Streaming Device,41.8936170212766
ST-42,Subscription Service,97.61702127659575
ST-42,Tablet,140.72340425531914
ST-42,Wearable,126.14893617021276
ST-43,Accessories,208.48936170212767
ST-43,Audio,155.25531914893617
ST-43,Desktop,143.70212765957447
ST-43,Laptop,135.80851063829786
ST-43,Smart Speaker,29.52173913043478
ST-43,Smartphone,188.61702127659575
ST-43,Streaming Device,40.702127659574465
ST-43,Subscription Service,109.12765957446808
ST-43,Tablet,146.46808510638297
ST-43,Wearable,127.82978723404256
ST-44,Accessories,203.85106382978722
ST-44,Audio,154.4255319148936
ST-44,Desktop,142.70212765957447
ST-44,Laptop,151.0
ST-44,Smart Speaker,29.829787234042552
ST-44,Smartphone,187.87234042553192
ST-44,Streaming Device,41.361702127659576
ST-44,Subscription Service,102.65957446808511
ST-44,Tablet,154.3404255319149
ST-44,Wearable,133.9787234042553
ST-45,Accessories,197.2127659574468
ST-45,Audio,165.53191489361703
ST-45,Desktop,144.91489361702128
ST-45,Laptop,141.5531914893617
ST-45,Smart Speaker,30.170212765957448
ST-45,Smartphone,192.0212765957447
ST-45,Streaming Device,45.630434782608695
ST-45,Subscription Service,107.1063829787234
ST-45,Tablet,145.95744680851064
ST-45,Wearable,130.9787234042553
ST-46,Accessories,207.89361702127658
ST-46,Audio,156.38297872340425
ST-46,Desktop,143.48936170212767
ST-46,Laptop,140.70212765957447
ST-46,Smart Speaker,29.41304347826087
ST-46,Smartphone,195.19148936170214
ST-46,Streaming Device,42.0
ST-46,Subscription Service,98.87234042553192
ST-46,Tablet,149.85106382978722
ST-46,Wearable,131.5744680851064
ST-47,Accessories,208.72340425531914
ST-47,Audio,159.19148936170214
ST-47,Desktop,136.5531914893617
ST-47,Laptop,144.6595744680851
ST-47,Smart Speaker,28.148936170212767
ST-47,Smartphone,197.53191489361703
ST-47,Streaming Device,41.8936170212766
ST-47,Subscription Service,98.1063829787234
ST-47,Tablet,151.2340425531915
ST-47,Wearable,124.93617021276596
ST-48,Accessories,204.27659574468086
ST-48,Audio,147.04255319148936
ST-48,Desktop,147.2127659574468
ST-48,Laptop,143.63829787234042
ST-48,Smart Speaker,33.02127659574468
ST-48,Smartphone,188.38297872340425
ST-48,Streaming Device,43.0
ST-48,Subscription Service,101.55319148936171
ST-48,Tablet,147.2127659574468
ST-48,Wearable,136.7659574468085
ST-49,Accessories,194.5531914893617
ST-49,Audio,156.63829787234042
ST-49,Desktop,143.85106382978722
ST-49,Laptop,142.19148936170214
ST-49,Smart Speaker,28.97872340425532
ST-49,Smartphone,184.9787234042553
ST-49,Streaming Device,48.723404255319146
ST-49,Subscription Service,100.82978723404256
ST-49,Tablet,143.31914893617022
ST-49,Wearable,136.29787234042553
ST-5,Accessories,202.3404255319149
ST-5,Audio,153.31914893617022
ST-5,Desktop,159.40425531914894
ST-5,Laptop,155.6595744680851
ST-5,Smart Speaker,31.52173913043478
ST-5,Smartphone,188.93617021276594
ST-5,Streaming Device,43.0
ST-5,Subscription Service,100.1063829787234
ST-5,Tablet,148.06382978723406
ST-5,Wearable,129.40425531914894
ST-50,Accessories,194.7872340425532
ST-50,Audio,153.59574468085106
ST-50,Desktop,140.93617021276594
ST-50,Laptop,148.0212765957447
ST-50,Smart Speaker,31.622222222222224
ST-50,Smartphone,183.10638297872342
ST-50,Streaming Device,46.02127659574468
ST-50,Subscription Service,96.65957446808511
ST-50,Tablet,147.10638297872342
ST-50,Wearable,132.08510638297872
ST-51,Accessories,203.59574468085106
ST-51,Audio,163.2127659574468
ST-51,Desktop,138.7872340425532
ST-51,Laptop,135.4468085106383
ST-51,Smart Speaker,29.595744680851062
ST-51,Smartphone,183.40425531914894
ST-51,Streaming Device,41.659574468085104
ST-51,Subscription Service,96.76595744680851
ST-51,Tablet,144.89361702127658
ST-51,Wearable,126.36170212765957
ST-52,Accessories,193.9787234042553
ST-52,Audio,158.40425531914894
ST-52,Desktop,146.17021276595744
ST-52,Laptop,149.74468085106383
ST-52,Smart Speaker,31.108695652173914
ST-52,Smartphone,191.63829787234042
ST-52,Streaming Device,46.51063829787234
ST-52,Subscription Service,108.93617021276596
ST-52,Tablet,147.0
ST-52,Wearable,127.51063829787235
ST-53,Accessories,207.46808510638297
ST-53,Audio,154.14893617021278
ST-53,Desktop,143.48936170212767
ST-53,Laptop,145.51063829787233
ST-53,Smart Speaker,28.148936170212767
ST-53,Smartphone,184.68085106382978
ST-53,Streaming Device,50.212765957446805
ST-53,Subscription Service,103.40425531914893
ST-53,Tablet,147.2340425531915
ST-53,Wearable,131.12765957446808
ST-54,Accessories,209.53191489361703
ST-54,Audio,157.08510638297872
ST-54,Desktop,143.7659574468085
ST-54,Laptop,144.5744680851064
ST-54,Smart Speaker,31.26086956521739
ST-54,Smartphone,193.61702127659575
ST-54,Streaming Device,43.8936170212766
ST-54,Subscription Service,101.63829787234043
ST-54,Tablet,140.85106382978722
ST-54,Wearable,130.87234042553192
ST-55,Accessories,202.72340425531914
ST-55,Audio,155.08510638297872
ST-55,Desktop,138.5531914893617
ST-55,Laptop,149.0
ST-55,Smart Speaker,31.425531914893618
ST-55,Smartphone,190.4468085106383
ST-55,Streaming Device,45.787234042553195
ST-55,Subscription Service,95.44680851063829
ST-55,Tablet,142.31914893617022
ST-55,Wearable,136.63829787234042
ST-56,Accessories,217.4255319148936
ST-56,Audio,166.29787234042553
ST-56,Desktop,142.89361702127658
ST-56,Laptop,143.82978723404256
ST-56,Smart Speaker,33.319148936170215
ST-56,Smartphone,185.72340425531914
ST-56,Streaming Device,45.276595744680854
ST-56,Subscription Service,101.42553191489361
ST-56,Tablet,148.46808510638297
ST-56,Wearable,135.38297872340425
ST-57,Accessories,201.68085106382978
ST-57,Audio,161.59574468085106
ST-57,Desktop,144.27659574468086
ST-57,Laptop,140.2127659574468
ST-57,Smart Speaker,30.391304347826086
ST-57,Smartphone,190.6595744680851
ST-57,Streaming Device,45.61702127659574
ST-57,Subscription Service,101.72340425531915
ST-57,Tablet,142.63829787234042
ST-57,Wearable,133.63829787234042
ST-58,Accessories,204.25531914893617
ST-58,Audio,155.19148936170214
ST-58,Desktop,148.80851063829786
ST-58,Laptop,137.89361702127658
ST-58,Smart Speaker,27.829787234042552
ST-58,Smartphone,189.93617021276594
ST-58,Streaming Device,43.191489361702125
ST-58,Subscription Service,99.27659574468085
ST-58,Tablet,146.61702127659575
ST-58,Wearable,131.68085106382978
ST-59,Accessories,205.5531914893617
ST-59,Audio,165.04255319148936
ST-59,Desktop,138.89361702127658
ST-59,Laptop,133.7659574468085
ST-59,Smart Speaker,32.638297872340424
ST-59,Smartphone,191.12765957446808
ST-59,Streaming Device,44.61702127659574
ST-59,Subscription Service,104.51063829787235
ST-59,Tablet,146.04255319148936
ST-59,Wearable,128.63829787234042
ST-6,Accessories,200.51063829787233
ST-6,Audio,156.06382978723406
ST-6,Desktop,142.36170212765958
ST-6,Laptop,149.89361702127658
ST-6,Smart Speaker,31.170212765957448
ST-6,Smartphone,192.89361702127658
ST-6,Streaming Device,42.1063829787234
ST-6,Subscription Service,102.55319148936171
ST-6,Tablet,142.74468085106383
ST-6,Wearable,131.91489361702128
ST-60,Accessories,189.12765957446808
ST-60,Audio,157.17021276595744
ST-60,Desktop,146.9787234042553
ST-60,Laptop,143.0212765957447
ST-60,Smart Speaker,26.043478260869566
ST-60,Smartphone,196.93617021276594
ST-60,Streaming Device,44.02173913043478
ST-60,Subscription Service,97.42553191489361
ST-60,Tablet,132.40425531914894
ST-60,Wearable,132.08510638297872
ST-61,Accessories,203.27659574468086
ST-61,Audio,166.0
ST-61,Desktop,149.31914893617022
ST-61,Laptop,147.6595744680851
ST-61,Smart Speaker,30.425531914893618
ST-61,Smartphone,188.95744680851064
ST-61,Streaming Device,44.38297872340426
ST-61,Subscription Service,91.63829787234043
ST-61,Tablet,141.2340425531915
ST-61,Wearable,129.29787234042553
ST-62,Accessories,198.5531914893617
ST-62,Audio,151.19148936170214
ST-62,Desktop,153.70212765957447
ST-62,Laptop,148.14893617021278
ST-62,Smart Speaker,27.595744680851062
ST-62,Smartphone,190.9787234042553
ST-62,Streaming Device,45.97872340425532
ST-62,Subscription Service,106.23404255319149
ST-62,Tablet,141.6595744680851
ST-62,Wearable,123.0
ST-63,Accessories,198.5744680851064
ST-63,Audio,165.04255319148936
ST-63,Desktop,148.40425531914894
ST-63,Laptop,146.48936170212767
ST-63,Smart Speaker,27.47826086956522
ST-63,Smartphone,188.14893617021278
ST-63,Streaming Device,40.38297872340426
ST-63,Subscription Service,102.14893617021276
ST-63,Tablet,144.31914893617022
ST-63,Wearable,131.5744680851064
ST-64,Accessories,197.61702127659575
ST-64,Audio,154.51063829787233
ST-64,Desktop,148.61702127659575
ST-64,Laptop,144.04255319148936
ST-64,Smart Speaker,26.847826086956523
ST-64,Smartphone,184.27659574468086
ST-64,Streaming Device,43.340425531914896
ST-64,Subscription Service,99.68085106382979
ST-64,Tablet,144.19148936170214
ST-64,Wearable,131.46808510638297
ST-65,Accessories,199.0
ST-65,Audio,157.48936170212767
ST-65,Desktop,138.59574468085106
ST-65,Laptop,144.89361702127658
ST-65,Smart Speaker,33.08510638297872
ST-65,Smartphone,188.93617021276594
ST-65,Streaming Device,45.93617021276596
ST-65,Subscription Service,100.68085106382979
ST-65,Tablet,148.59574468085106
ST-65,Wearable,135.70212765957447
ST-66,Accessories,207.14893617021278
ST-66,Audio,157.91489361702128
ST-66,Desktop,144.59574468085106
ST-66,Laptop,134.51063829787233
ST-66,Smart Speaker,27.847826086956523
ST-66,Smartphone,184.2127659574468
ST-66,Streaming Device,39.57446808510638
ST-66,Subscription Service,94.1063829787234
ST-66,Tablet,142.5531914893617
ST-66,Wearable,137.59574468085106
ST-67,Accessories,198.80851063829786
ST-67,Audio,161.4255319148936
ST-67,Desktop,144.40425531914894
ST-67,Laptop,143.46808510638297
ST-67,Smart Speaker,26.32608695652174
ST-67,Smartphone,188.5531914893617
ST-67,Streaming Device,44.1063829787234
ST-67,Subscription Service,95.31914893617021
ST-67,Tablet,150.74468085106383
ST-67,Wearable,132.5744680851064
ST-68,Accessories,193.29787234042553
ST-68,Audio,159.08510638297872
ST-68,Desktop,141.08510638297872
ST-68,Laptop,136.87234042553192
ST-68,Smart Speaker,26.26086956521739
ST-68,Smartphone,185.9787234042553
ST-68,Streaming Device,39.212765957446805
ST-68,Subscription Service,101.1063829787234
ST-68,Tablet,139.59574468085106
ST-68,Wearable,130.38297872340425
ST-69,Accessories,198.4255319148936
ST-69,Audio,155.53191489361703
ST-69,Desktop,140.19148936170214
ST-69,Laptop,142.46808510638297
ST-69,Smart Speaker,27.97872340425532
ST-69,Smartphone,186.3404255319149
ST-69,Streaming Device,43.829787234042556
ST-69,Subscription Service,96.97872340425532
ST-69,Tablet,144.3404255319149
ST-69,Wearable,133.25531914893617
ST-7,Accessories,200.6595744680851
ST-7,Audio,152.53191489361703
ST-7,Desktop,144.82978723404256
ST-7,Laptop,143.46808510638297
ST-7,Smart Speaker,29.043478260869566
ST-7,Smartphone,178.9787234042553
ST-7,Streaming Device,40.723404255319146
ST-7,Subscription Service,98.61702127659575
ST-7,Tablet,145.51063829787233
ST-7,Wearable,132.31914893617022
ST-70,Accessories,204.59574468085106
ST-70,Audio,161.36170212765958
ST-70,Desktop,140.12765957446808
ST-70,Laptop,145.93617021276594
ST-70,Smart Speaker,30.02127659574468
ST-70,Smartphone,188.5744680851064
ST-70,Streaming Device,43.87234042553192
ST-70,Subscription Service,106.06382978723404
ST-70,Tablet,143.7659574468085
ST-70,Wearable,133.2340425531915
ST-71,Accessories,211.19148936170214
ST-71,Audio,157.80851063829786
ST-71,Desktop,149.36170212765958
ST-71,Laptop,144.74468085106383
ST-71,Smart Speaker,28.717391304347824
ST-71,Smartphone,186.40425531914894
ST-71,Streaming Device,40.61702127659574
ST-71,Subscription Service,98.55319148936171
ST-71,Tablet,151.38297872340425
ST-71,Wearable,138.40425531914894
ST-72,Accessories,207.68085106382978
ST-72,Audio,160.91489361702128
ST-72,Desktop,144.7872340425532
ST-72,Laptop,146.68085106382978
ST-72,Smart Speaker,28.27659574468085
ST-72,Smartphone,185.87234042553192
ST-72,Streaming Device,41.297872340425535
ST-72,Subscription Service,99.1063829787234
ST-72,Tablet,146.40425531914894
ST-72,Wearable,122.76595744680851
ST-73,Accessories,210.93617021276594
ST-73,Audio,161.4255319148936
ST-73,Desktop,150.27659574468086
ST-73,Laptop,143.53191489361703
ST-73,Smart Speaker,31.23404255319149
ST-73,Smartphone,180.7659574468085
ST-73,Streaming Device,41.148936170212764
ST-73,Subscription Service,99.53191489361703
ST-73,Tablet,146.70212765957447
ST-73,Wearable,128.7659574468085
ST-74,Accessories,202.08510638297872
ST-74,Audio,161.10638297872342
ST-74,Desktop,139.4255319148936
ST-74,Laptop,145.27659574468086
ST-74,Smart Speaker,28.630434782608695
ST-74,Smartphone,185.7872340425532
ST-74,Streaming Device,39.276595744680854
ST-74,Subscription Service,104.40425531914893
ST-74,Tablet,142.14893617021278
ST-74,Wearable,129.5531914893617
ST-75,Accessories,199.61702127659575
ST-75,Audio,164.2127659574468
ST-75,Desktop,148.48936170212767
ST-75,Laptop,143.91489361702128
ST-75,Smart Speaker,31.91304347826087
ST-75,Smartphone,193.5531914893617
ST-75,Streaming Device,43.1063829787234
ST-75,Subscription Service,111.36170212765957
ST-75,Tablet,149.0212765957447
ST-75,Wearable,126.27659574468085
ST-8,Accessories,200.53191489361703
ST-8,Audio,164.0
ST-8,Desktop,147.5744680851064
ST-8,Laptop,146.6595744680851
ST-8,Smart Speaker,27.51063829787234
ST-8,Smartphone,188.61702127659575
ST-8,Streaming Device,42.5531914893617
ST-8,Subscription Service,100.63829787234043
ST-8,Tablet,147.40425531914894
ST-8,Wearable,129.59574468085106
ST-9,Accessories,214.87234042553192
ST-9,Audio,148.5744680851064
ST-9,Desktop,140.4255319148936
ST-9,Laptop,141.72340425531914
ST-9,Smart Speaker,30.382978723404257
ST-9,Smartphone,175.2340425531915
ST-9,Streaming Device,46.808510638297875
ST-9,Subscription Service,105.61702127659575
ST-9,Tablet,143.12765957446808
ST-9,Wearable,136.14893617021278
